Insult,Date,Comment
0,,""" a simple, history based warning for the liberals out there. if you will take a little time to review history, real history, not the revised versions that are, and have become so very popular today, you will find that gays have been persecuted worldwide ever since the fall of rome. the radical elements, socialists, marxists, and communists encourage the gay movement to indirectly help them become more powerful. once in control, things will change very dramatically as history clearly shows. what happened to gays in germany, china. and russia? what is happening right now to gays in the aftermath of the arab spring. the so called hate gays say they get from the right will one day seem like a little teasing compared to what waits for them if this republic does not survive. we the people are (all of us) on a very dangerous path. the current administration must be defeated at all cost in november. our very liberty requires nothing less! """
0,20120609165502Z,"""when did i ever say you are not supposed to like other wrestlers? you can like whoever the fuck you want, I will just make fun of you a few times about it. and besides you are criteria for people you like is simple too ""root for guys who are hardly featured and hate everyone that everyone likes"" lol and i do not even like punk so why would i care that other people should? game set and match."""
0,20120611184448Z,"""more jurk off material for apple fan boys. those not living in mom is basement could care less"""
0,20120610041127Z,"""name calling,one of the many techniques used by the disinformationalist who has no viable, logical, well reasoned comment."""
0,,"""could be a nice little gift for my husband for valentine is day - not long now."""
0,20120610134204Z,"""whoever down-voted you are analogy are f*ing idiots. well spoken sir."""
0,,"""they knew he was old and could do nothing,bully boy tactics"""
0,20120619033159Z,"""i'm the reason why people watch wwe people power."""
0,,"""penn is just a publicity whore. after hurricane katrina hit new orleans, he turned up with a boat to go and rescue people that hadn't evacuated. he also had a full film crew in the boat with him. one of the real first responders was heard to ask ""where are the people you rescue going to sit?"""""
1,20120620160136Z,"""obviously you are a deeply sad, twisted and debauched indivudal whom if i were to meet i would take great pleasure in tearing the face clean off. why do not you top yourself and o the world a favour, no doubt after you have had one final masturbation anout jon venables you little maggot"""
0,20120619165248Z,"""man tht tgirl is getting that big phat ass run threw.i is not gohn lie i would bust that big ass too.i done some trannys before and its fucking hot."""
0,20120612053248Z,"""lindsey headed for another train wreck??"""
1,20120612145516Z,"""looks like the left the building. what a joke. go back to where you came from bob the slob."""
0,20120610151221Z,"""fuck the kid, lets get the narrator from bastion. also, he narrates the movie."""
0,20120528233844Z,"""craig and jay both come off the dl friday. we will start playing better.."""
0,20120530024242Z,"""are you kidding me! jail! way out of line!"""
0,20120610002327Z,"""and bolin is all like ""fuck you mako, I will break up you and asami!"""""
0,20120612000630Z,"""hi -PRON- jones / black eiffel. i am perfectly fine. i miss you! thank goodness i have you are blog to read, so i can at least admire you from afar. i hope all is well with you and you are beautiful family."""
0,20120527212427Z,"""good outing from buch. he has looked better lately."""
0,,"""deserving winner! wonderful submission, and wonderful shelter! god bless the bullys!"""
0,20120612024902Z,"""y vos ya te hacias cantandole como pedro infante."""
0,20120620001232Z,"""i strongly recommend you end whatever is going on. he is upsetting you and is holding you back from finding someone potentially great. he is an ex and you do not owe him any of you are time. good luck."""
0,20120611215900Z,"""a sony troll?? that is something new. how are you dude?"""
0,20120515222350Z,"""please, spell my fucking name right."""
1,20120611190422Z,"""morteza hosseini, you are an idiot."""
0,20120502160539Z,"""let me guess a spinoff with the kid named ""just some guy"", which would be a dramatic series about how much charlie sheen, duckie and ashton fucked up his life because he had to do naked photo shoots with them?"""
1,20120619221906Z,"""go eat some ships and shut the fuck up .you are nothing but a stupid"""
0,20120529002929Z,"""is you are guys is having you stand by"""
0,20120612013613Z,"""just a puzzled query (or perhaps i'm just istirring the pot') - given that the swirling membership is so knowing about oils, essences, creams and such . what out there is going to be good for you are rainbeaus? do you really expect him to stay looking youthful and sexy forever, without a little help? - because you can be sure he will not do it for himself, lacking the background. aside from hormone replacement testosterone cream (1 ml applied to skin daily), what is you are wm (or asian m) gonna need . that doesn't leave him greased-up-and-shiny or smelling like fru-fru, piss-ante, faggoty-ass stuff. think about it, folks."""
0,20120529200147Z,"""i have only been a fan since the ""a"" line, elias, arrnott and sykora."""
0,,"""-PRON- -PRON- not when it comes to injury history"""
0,20120529032417Z,"""-PRON- = i told you so selection of schools to say the least."""
0,,"""the reason most people are gay is because they are to ugly or stupid to find a mate of the opposite sex. fundmentals of science, the preservation of the species does not lend its self well to queer and lezzies. you are obomination before nature, to bad you are parents were not gay."""
0,,"""this is the very reason we here in nj need to vote out anyone supporting this bill. liberals love to use this issue against conservatives and yet they voted it down in ca. they use it politically but dislike it personally. liberals are worse than the scum they suck up to. thank goodness for christie. """
0,20120609213857Z,"""cover yout tits and their is no issue skank."""
0,,"""50 million americans are on food stamps, jobs are flying overseas at breakneck pace, we keep shooting ourselves in the foot as far as energy independence, john corzine walks about free as americans who speak against the government are persons of interest to homeland security, millions of undocumented people pour over the border, and the official policy is not to prosecute them unless they kill americans or interfere with the cia is hegemony over drug profits, (yet granny is forced to take off her diaper, and humiliating scrutiny so that she can be with family to die with dignity (too late)), congress reaps the profits of insider trading while the system is gamed for the banking and corporations so they can offshore their booty tax free, yet our leaders are behaving like grade school children, sticking their tongues out at one another. and we wonder why america is drowning in debt and beholden to foreign banking interests? we have the audacity to lecture greece, yet our debt makes their liabilities look like penny candy. keep voting for children people, do not blame dc; look in that mirror."""
